M_PR_UID	M_PR_NAME	M_PR_INCHIKEY	M_PR_SMILE-CAN-OB	M_PR_FORMULA	M_PR_CHARGE
1467878188	Quercetin 3,3'-bissulfate	CVENNDDRCHLONB	Oc1cc(O)c2c(c1)oc(c(c2=O)OS(=O)(=O)O)c1ccc(c(c1)OS(=O)(=O)O)O	C15H10O13S2	0.0
1467878199	Quercetin 3,4'-bissulfate	MUUFJLJGMRBUTO	Oc1cc(O)c2c(c1)oc(c(c2=O)OS(=O)(=O)O)c1ccc(c(c1)O)OS(=O)(=O)O	C15H10O13S2	0.0
1467878225	1-O-Galloyl-beta-D-glucose	GDVRUDXLQBVIKP	OCC1OC(OC(=O)c2cc(O)c(c(c2)O)O)C(C(C1O)O)O	C13H16O10	0.0
1467878239	2,3-Bisphospho-D-glycerate	XOHUEYCVLUUEJJ	OC(=O)C(OP(=O)(O)O)COP(=O)(O)O	C3H8O10P2	0.0
1467878253	3,4-Dihydroxyphenylacetate	CFFZDZCDUFSOFZ	OC(=O)Cc1ccc(c(c1)O)O	C8H8O4	0.0
1467878268	3-(Pyrazol-1-yl)-L-alanine	PIGOPELHGLPKLL	[O-]C(=O)C(Cn1cccn1)[N+]	C6H6N3O2	0.0
1467878310	L-Glutamate 5-semialdehyde	KABXUUFDPUOJMW	O=CCCC(C(=O)[O-])[N+]	C5H6NO3	0.0
1467878335	Pseudouridine 5'-phosphate	MOBMOJGXNHLLIR	OC1C(O)C(OC1c1c[nH]c(=O)[nH]c1=O)COP(=O)(O)O	C9H13N2O9P	0.0
1467878398	1-O-Sinapoyl-beta-D-glucose	XRKBRPFTFKKHEF	OCC1OC(OC(=O)C=Cc2cc(OC)c(c(c2)OC)O)C(C(C1O)O)O	C17H22O10	0.0
1467878427	Inositol 1-phosphate	INAPMGSXUVUWAF	OC1C(OP(=O)(O)O)C(O)C(C(C1O)O)O	C6H13O9P	0.0
1467878443	3-(4-Hydroxyphenyl)pyruvate	KKADPXVIOXHVKN	Oc1ccc(cc1)CC(=O)C(=O)O	C9H8O4	0.0
1467878458	4-Methylthio-2-oxobutanoic acid	SXFSQZDSUWACKX	CSCCC(=O)C(=O)O	C5H8O3S	0.0
1467878476	4-Trimethylammoniobutanoate	JHPNVNIEXXLNTR	OC(=O)CCC[N+](C)(C)C	C7H16NO2+	1.0
1467878489	D-Ribulose 1,5-bisphosphate	YAHZABJORDUQGO	OC(C(=O)COP(=O)(O)O)C(COP(=O)(O)O)O	C5H12O11P2	0.0
1467878511	Nicotinate D-ribonucleotide	JOUIQRNQJGXQDC	OC1C(O)C(OC1[n+]1cccc(c1)C(=O)O)COP(=O)(O)O	C11H15NO9P+	1.0
1467878539	3-Deoxy-D-manno-octulosonate	KYQCXUMVJGMDNG	OCC(C(C(C(CC(=O)C(=O)O)O)O)O)O	C8H14O8	0.0
1467878555	3-Hydroxy-2-methylpropanoate	DBXBTMSZEOQQDU	OCC(C(=O)O)C	C4H8O3	0.0
1467878601	Palmitoylglycerone phosphate	MLWXSIMRTQAWHY	CCCCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O	C19H37O7P	0.0
1467878631	Caffeate	QAIPRVGONGVQAS	OC(=O)C=Cc1ccc(c(c1)O)O	C9H8O4	0.0
1467878648	3-(2-Hydroxyphenyl)propanoate	CJBDUOMQLFKVQC	OC(=O)CCc1ccccc1O	C9H10O3	0.0
1467878676	N(omega)-(ADP-D-ribosyl)-L-arginine	IWVSYNGKNZFSSA	OC(=O)C(CCCN=C(NC1OC(C(C1O)O)COP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1cnc2c1ncnc2N)O)O)N)N	C21H35N9O15P2	0.0
1467878694	Phytic acid	IMQLKJBTEOYOSI	OP(=O)(OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O	C6H18O24P6	0.0
1467878726	3-(3,4-Dihydroxyphenyl)lactate	PAFLSMZLRSPALU	OC(=O)C(Cc1ccc(c(c1)O)O)O	C9H10O5	0.0
1467878766	UDP-N-acetylmuramoyl-L-alanine	NTMMCWJNQNKACG	OCC1OC(OP(=O)(OP(=O)(OCC2OC(C(C2O)O)n2ccc(=O)[nH]c2=O)O)O)C(C(C1O)OC(C(=O)NC(C(=O)O)C)C)NC(=O)C	C23H36N4O20P2	0.0
1467878790	1-Amino-1-deoxy-scyllo-inositol	JXAOTICXQLILTC	OC1C(N)C(O)C(C(C1O)O)O	C6H13NO5	0.0
1467878835	6-Phospho-2-dehydro-D-gluconate	ZKUSPPOKDDRMIU	OC(C(C(C(=O)C(=O)O)O)O)COP(=O)(O)O	C6H11O10P	0.0
1467878871	Dihydrostreptomycin 6-phosphate	DCRWHJGCOKPJBN	CNC1C(OC(C(C1O)O)CO)OC1C(OC2C(NC(=N)N)C(O)C(C(C2O)OP(=O)(O)O)NC(=N)N)OC(C1(O)CO)C	C21H42N7O15P	0.0
1467878882	GDP-4-dehydro-6-deoxy-D-mannose	PNHLMHWWFOPQLK	OC1C(COP(=O)(OP(=O)(OC2OC(C)C(=O)C(C2O)O)O)O)OC(C1O)n1cnc2c1nc(N)[nH]c2=O	C16H23N5O15P2	0.0
1467878908	sn-Glycero-3-phospho-1-inositol	BMVUIWJCUQSHLZ	OCC(COP(=O)(OC1C(O)C(O)C(C(C1O)O)O)O)O	C9H19O11P	0.0
1467878952	Guanosine 3',5'-bis(diphosphate)	BUFLLCUFNHESEH	OC1C(OP(=O)(OP(=O)(O)O)O)C(OC1n1cnc2c1nc(N)[nH]c2=O)COP(=O)(OP(=O)(O)O)O	C10H17N5O17P4	0.0
1467878968	all-trans-Hexaprenyl diphosphate	NGFSMHKFTZROKJ	CC(=CCCC(=CCCC(=CCOP(=O)(OP(=O)(O)O)O)C)C)CCC=C(CCC=C(CCC=C(C)C)C)C	C30H52O7P2	0.0
1467878978	3DMET: B01418	RWHOZGRAXYWRNX	OC1C(COP(=O)(O)O)OC(C(C1O)O)OP(=O)(O)O	C6H14O12P2	0.0
1467878992	sn-Glycero-3-phosphoethanolamine	JZNWSCPGTDBMEW	OCC(COP(=O)(OCC[N+])[O-])O	C5H11NO6P	0.0
1467879004	1-Aminocyclopropane-1-carboxylate	PAJPWUMXBYXFCZ	[O-]C(=O)C1([NH3+])CC1	C4H7NO2	0.0
1467879018	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	VCWMRQDBPZKXKG	OCC1OC(OC2C(O)C(O)C(C(C2O)O)O)C(C(C1O)O)O	C12H22O11	0.0
1467879032	D-Glucono-1,5-lactone 6-phosphate	IJOJIVNDFQSGAB	OC1C(COP(=O)(O)O)OC(=O)C(C1O)O	C6H11O9P	0.0
1467879139	N-Acetyl-L-glutamate 5-semialdehyde	BCPSFKBPHHBDAI	O=CCCC(C(=O)O)NC(=O)C	C7H11NO4	0.0
1467879221	P1,P4-Bis(5'-guanosyl) tetraphosphate	OLGWXCQXRSSQPO	OC1C(COP(=O)(OP(=O)(OP(=O)(OP(=O)(OCC2OC(C(C2O)O)n2cnc3c2nc(N)[nH]c3=O)O)O)O)O)OC(C1O)n1cnc2c1nc(N)[nH]c2=O	C20H28N10O21P4	0.0
1467879231	beta-Alanyl-N(pi)-methyl-L-histidine	MYYIAHXIVFADCU	[N+]CCC(=O)NC(C(=O)[O-])Cc1cncn1C	C10H13N4O3	0.0
1467879286	3-(Imidazol-4-yl)-2-oxopropyl phosphate	YCFFMSOLUMRAMD	O=C(Cc1c[nH]cn1)COP(=O)(O)O	C6H9N2O5P	0.0
1467879298	5-Amino-6-(5'-phosphoribosylamino)uracil	LZEXYCAGPMYXLX	O=c1[nH]c(NC2OC(C(C2O)O)COP(=O)(O)O)c(c(=O)[nH]1)N	C9H15N4O9P	0.0
1467879310	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	QUTYKIXIUDQOLK	OC1C(CC(=CC1OP(=O)(O)O)C(=O)O)OC(=C)C(=O)O	C10H13O10P	0.0
1467879408	4-Amino-5-hydroxymethyl-2-methylpyrimidine	VUTBELPREDJDDH	OCc1cnc(nc1N)C	C6H9N3O	0.0
1467879445	1-Amino-1-deoxy-scyllo-inositol 4-phosphate	AYESCHMRXGYEFV	OC1C(OP(=O)([O-])[O-])C(O)C(C(C1O)[N+])O	C6H10NO8P-	-1.0
1467879477	2-Dehydro-3-deoxy-6-phospho-D-galactonate	OVPRPPOVAXRCED	OC(C(COP(=O)(O)O)O)CC(=O)C(=O)O	C6H11O9P	0.0
1467879497	N-Acetyl-D-glucosaminyldiphosphoundecaprenol	NEVJGTXBHJNFAZ	OCC1OC(OP(=O)(OP(=O)(OCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C)C)C)C)C)C)C)C)O)O)C(C(C1O)O)NC(=O)C	C63H105NO12P2	0.0
1467879524	3-(4-Methylpent-3-en-1-yl)pent-2-enedioyl-CoA	BVEJAKPMABGOEE	O=C(NCCSC(=O)C=C(CC(=O)O)CCC=C(C)C)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C32H50N7O19P3S	0.0
1467879552	1-Guanidino-1-deoxy-scyllo-inositol 4-phosphate	LQSANMIGNWXLNF	NC(=[N+])NC1C(O)C(O)C(C(C1O)O)OP(=O)([O-])[O-]	C7H13N3O8P-	-1.0
1467879586	1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol	FXXWDCNDGPHMNA	NC(=N)NC1C(O)C(N)C(C(C1O)O)O	C7H16N4O4	0.0
1467879603	6-(Hydroxymethyl)-7,8-dihydropterin	CQQNNQTXUGLUEV	OCC1=Nc2c(NC1)nc(nc2O)N	C7H9N5O2	0.0
1467879628	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	QKMBYNRMPRKVTO	OC(C(C(=O)CNc1ccccc1C(=O)O)O)COP(=O)(O)O	C12H16NO9P	0.0
1467879639	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	OCLCLRXKNJCOJD	OC1C(OC(C1O)COP(=O)([O-])[O-])Nc1nc(N)nc(c1N)O	C9H14N5O8P--	-2.0
1467879665	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine	DLGJWSVWTWEWBJ	OCC1OC(O)C(C(C1O)OC1OC(=CC(C1O)O)C(=O)O)N=C(O)C	C14H21NO11	0.0
1467879774	Hydrogen cyanide	LELOWRISYMNNSU	C#N	CHN	0.0
1467879788	Cl-	VEXZGXHMUGYJMC	Cl	ClH	0.0
1467879801	H2O	XLYOFNOQVPJJNP	O	H2O	0.0
1467879821	Sodium cation	FKNQFGJONOIPTF	[Na+]	Na+	1.0
1467879855	XDP	YMOPVQQBWLGDOD	O=c1[nH]c(=O)c2c([nH]1)n(cn2)C1OC(C(C1O)O)COP(=O)(OP(=O)(O)O)O	C10H14N4O12P2	0.0
1467879874	Ammonia	QGZKDVFQNNGYKY	[NH4+]	H4N+	1.0
1467879906	dITP	UFJPAQSLHAGEBL	OC1CC(OC1COP(=O)(OP(=O)(OP(=O)(O)O)O)O)n1cnc2c1nc[nH]c2=O	C10H15N4O13P3	0.0
1467879916	dUDP	QHWZTVCCBMIIKE	OC1CC(OC1COP(=O)(OP(=O)(O)O)O)n1ccc(=O)[nH]c1=O	C9H14N2O11P2	0.0
1467879956	FADH2	YPZRHBJKEMOYQH	O=c1[nH]c(=O)c2c([nH]1)n(CC(C(C(COP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1cnc3c1ncnc3N)O)O)O)O)O)c1c([nH]2)cc(c(c1)C)C	C27H35N9O15P2	0.0
1467879966	HCO3-	BVKZGUZCCUSVTD	OC(=O)O	CH2O3	0.0
1467880004	PQQH2	QZMUBZJJJKIXKV	[O-]C(=O)c1cc(C(=O)[O-])c2c(n1)c([O-])c(c1c2[nH]c(c1)C(=O)[O-])O	C14H4N2O8----	-4.0
1467880031	3'-AMP	LNQVTSROQXJCDD	OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N	C10H14N5O7P	0.0
1467880043	3'-UMP	FOGRQMPFHUHIGU	OCC1OC(C(C1OP(=O)(O)O)O)n1ccc(nc1=O)O	C9H13N2O9P	0.0
1467880104	Ethylene glycol	LYCAIKOWRPUZTN	OCCO	C2H6O2	0.0
1467880176	Phytol	BOTWFXYSPFMFNR	OCC=C(CCCC(CCCC(CCCC(C)C)C)C)C	C20H40O	0.0
1467880189	Prenol	ASUAYTHWZCLXAN	OCC=C(C)C	C5H10O	0.0
1467880354	Butanal	ZTQSAGDEMFDKMZ	CCCC=O	C4H8O	0.0
1467880389	Cocaine	ZPUCINDJVBIVPJ	COC(=O)C1C(CC2[N+](C1CC2)C)OC(=O)c1ccccc1	C17H21NO4+	1.0
1467880404	Cyanate	XLJMAIOERFSOGZ	OC#N	CHNO	0.0
1467880428	Cys-Gly	ZUKPVRWZDMRIEO	NC(C(=O)NCC(=O)O)CS	C5H10N2O3S	0.0
1467880463	Gallate	LNTHITQWFMADLM	OC(=O)c1cc(O)c(c(c1)O)O	C7H6O5	0.0
1467880519	Methane	VNWKTOKETHGBQD	C	CH4	0.0
1467880531	Neamine	SYJXFKPQNSDJLI	[N+]CC1OC(OC2C([N+])CC(C(C2O)O)[N+])C(C(C1O)O)[N+]	C12H18N4O6++++	4.0
1467880558	Oxamate	SOWBFZRMHSNYGE	OC(=O)C(=O)N	C2H3NO3	0.0
1467880624	Sorbose	BJHIKXHVCXFQLS	OCC(C(C(C(=O)CO)O)O)O	C6H12O6	0.0
1467880664	Toluene	YXFVVABEGXRONW	Cc1ccccc1	C7H8	0.0
1467880753	4-Cresol	IWDCLRJOBJJRNH	Cc1ccc(cc1)O	C7H8O	0.0
1467880789	Acrolein	HGINCPLSRVDWNT	C=CC=O	C3H4O	0.0
1467880967	Ferulate	KSEBMYQBYZTDHS	COc1cc(C=CC(=O)O)ccc1O	C10H10O4	0.0
1467881010	Geranial	WTEVQBCEXWBHNA	O=CC=C(CCC=C(C)C)C	C10H16O	0.0
1467881024	Geraniol	GLZPCOQZEFWAFX	OCC=C(CCC=C(C)C)C	C10H18O	0.0
1467881048	o-Methoxyphenol	LHGVFZTZFXWLCP	COc1ccccc1O	C7H8O2	0.0
1467881193	Nigerose	QIGJYVCQYDKYDW	OCC1OC(O)C(C(C1O)OC1OC(CO)C(C(C1O)O)O)O	C12H22O11	0.0
1467881253	Hydrogen selenide	SPVXKVOXSXTJOY	[SeH2]	H2Se	0.0
1467881276	Octadecanoic acid	QIQXTHQIDYTFRH	CCCCCCCCCCCCCCCCCC(=O)O	C18H36O2	0.0
1467881377	1-Octanal	NUJGJRNETVAIRJ	CCCCCCCC=O	C8H16O	0.0
1467881417	Acetylene	HSFWRNGVRCDJHI	C#C	C2H2	0.0
1467881440	Allantoin	POJWUDADGALRAB	NC(=O)NC1NC(=O)NC1=O	C4H6N4O3	0.0
1467881564	Carbamate	KXDHJXZQYSOELW	NC(=O)O	CH3NO2	0.0
1467881636	Decanoic acid	GHVNFZFCNZKVNT	CCCCCCCCCC(=O)O	C10H20O2	0.0
1467881726	Galactose	GZCGUPFRVQAUEE	OCC(C(C(C(C=O)O)O)O)O	C6H12O6	0.0
1467881737	Hexanoic acid	FUZZWVXGSFPDMH	CCCCCC(=O)O	C6H12O2	0.0
1467881851	Linoleate	OYHQOLUKZRVURQ	CCCCCC=CCC=CCCCCCCCC(=O)O	C18H32O2	0.0
1467881870	Maleamate	FSQQTNAZHBEJLS	NC(=O)C=CC(=O)O	C4H5NO3	0.0
1467881882	Melatonin	DRLFMBDRBRZALE	COc1ccc2c(c1)c(CCNC(=O)C)c[nH]2	C13H16N2O2	0.0
1467882016	Stachyose	UQZIYBXSHAGNOE	OCC1OC(C(C1O)O)(CO)OC1OC(COC2OC(COC3OC(CO)C(C(C3O)O)O)C(C(C2O)O)O)C(C(C1O)O)O	C24H42O21	0.0
1467882059	Taxifolin	CXQWRCVTCMQVQX	Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O	C15H12O7	0.0
1467882096	Threonate	JPIJQSOTBSSVTP	OCC(C(C(=O)O)O)O	C4H8O5	0.0
1467882438	Cadaverine	VHRGRCVQAFMJIZ	[N+]CCCCC[N+]	C5H10N2++	2.0
1467882468	Chitobiose	CDOJPCSDOXYJJF	OCC1OC(O)C(C(C1OC1OC(CO)C(C(C1NC(=O)C)O)O)O)NC(=O)C	C16H28N2O11	0.0
1467882503	Cysteamine	UFULAYFCSOUIOV	SCC[NH3+]	C2H8NS+	1.0
1467882520	D-Fuconate	NBFWIISVIFCMDK	OC(C(C(C(=O)O)O)O)C(O)C	C6H12O6	0.0
1467883030	Mesaconate	HNEGQIOMVPPMNR	OC(=O)C=C(C(=O)O)C	C5H6O4	0.0
1467883097	Nocardicin E	NMMOYDKOFASOBV	ON=C(C(=O)NC1CN(C1=O)C(c1ccc(cc1)O)C(=O)O)c1ccc(cc1)O	C19H17N3O7	0.0
1467883157	Pinosylvin	YCVPRTHEGLPYPB	Oc1cc(C=Cc2ccccc2)cc(c1)O	C14H12O2	0.0
1467883226	Resorcinol	GHMLBKRAJCXXBS	Oc1cccc(c1)O	C6H6O2	0.0
1467883243	Scopoletin	RODXRVNMMDRFIK	COc1cc2ccc(=O)oc2cc1O	C10H8O4	0.0
1467883279	Thiocyanate	ZMZDMBWJUHKJPS	SC#N	CHNS	0.0
1467883352	Xanthosine	UBORTCNDUKBEOP	OCC1OC(C(C1O)O)n1cnc2c1[nH]c(=O)[nH]c2=O	C10H12N4O6	0.0
1467883459	2-Butenoate	LDHQCZJRKDOVOX	CC=CC(=O)O	C4H6O2	0.0
1467883476	trans-2-Hydroxycinnamate	PMOWTIHVNWZYFI	OC(=O)C=Cc1ccccc1O	C9H8O3	0.0
1467883705	Deoxyribose	PDWIQYODPROSQH	OCC1OC(CC1O)O	C5H10O4	0.0
1467883737	Discadenine	KGVAAXZLUAKZEO	CC(=CCNc1ncn(c2c1ncn2)CCC(C(=O)O)N)C	C14H20N6O2	0.0
1467883757	Glucomannan	LUEWUZLMQUOBSB	OCC1OC(OC2C(CO)OC(C(C2O)O)O)C(C(C1OC1OC(CO)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O)O)O	C24H42O21	0.0
1467883803	L-Homocystine	ZTVZLYBCZNMWCF	[N+]C(C(=O)[O-])CCSSCCC(C(=O)[O-])[N+]	C8H10N2O4S2	0.0
1467883851	Kanamycin A	SBUJHOSQTJFQJX	OCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(C(C2O)O)O)N)C(C(C1O)N)O	C18H36N4O11	0.0
1467883918	Lauroyl-CoA	YMCXGHLSVALICC	CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C33H58N7O17P3S	0.0
1467883979	Octadecanal	FWWQKRXKHIRPJY	CCCCCCCCCCCCCCCCCC=O	C18H36O	0.0
1467884051	Propan-2-ol	KFZMGEQAYNKOFK	CC(O)C	C3H8O	0.0
1467884067	Reduced FMN	YTNIXZGTHTVJBW	O=c1[nH]c(=O)c2c([nH]1)n(CC(C(C(COP(=O)(O)O)O)O)O)c1c([nH]2)cc(c(c1)C)C	C17H23N4O9P	0.0
1467884369	5-Oxoproline	ODHCTXKNWHHXJC	O=C1CCC(N1)C(=O)O	C5H7NO3	0.0
1467884457	Aminoacetone	BCDGQXUMWHRQCB	CC(=O)C[N+]	C3H5NO+	1.0
1467884508	Biotinyl-CoA	WNMONPKUDXWVKE	O=C(NCCSC(=O)CCCCC1SCC2C1NC(=O)N2)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C31H50N9O18P3S2	0.0
1467884631	Dethiobiotin	AUTOLBMXDDTRRT	OC(=O)CCCCCC1NC(=O)NC1C	C10H18N2O3	0.0
1467884701	Geranoyl-CoA	FWLPCGPDGSQPGT	O=C(NCCSC(=O)C=C(CCC=C(C)C)C)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C31H50N7O17P3S	0.0
1467884734	Homoarginine	QUOGESRFPZDMMT	NC(=N)NCCCCC(C(=O)O)N	C7H16N4O2	0.0
1467884789	L-Histidinal	VYOIELONWKIZJS	C(c1c[nH]cn1)C([N+])C=O	C6H7N3O+	1.0
1467884861	Maltohexaose	OCIBBXPLUVYKCH	OCC1OC(OC2C(CO)OC(C(C2O)O)OC2C(CO)OC(C(C2O)O)O)C(C(C1OC1OC(CO)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O)O)O	C36H62O31	0.0
1467884933	Octanoyl-CoA	KQMZYOXOBSXMII	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C29H50N7O17P3S	0.0
1467884956	Oleandomycin	RZPAKFUAFGMUPI	COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C(=O)C3(CC(C(C2C)OC2OC(C)CC(C2O)[N+](C)C)C)CO3)C)OC(C1O)C	C35H61NO12+	1.0
1467884972	Pentadecanal	XGQJZNCFDLXSIJ	CCCCCCCCCCCCCCC=O	C15H30O	0.0
1467885079	Taurocyamine	JKLRIMRKZBSSED	NC(=N)NCCS(=O)(=O)O	C3H9N3O3S	0.0
1467885235	(R)-Mandelate	IWYDHOAUDWTVEP	OC(c1ccccc1)C(=O)O	C8H8O3	0.0
1467885307	3-Ethylmalate	JUCRENBZZQKFGK	CCC(C(C(=O)O)O)C(=O)O	C6H10O5	0.0
1467885566	D-Erythrulose	UQPHVQVXLPRNCX	OCC(=O)C(CO)O	C4H8O4	0.0
1467885690	Glycylglycine	YMAWOPBAYDPSLA	NCC(=O)NCC(=O)O	C4H8N2O3	0.0
1467885732	Indolelactate	XGILAAMKEQUXLS	OC(=O)C(Cc1c[nH]c2c1cccc2)O	C11H11NO3	0.0
1467885927	Pseudouridine	PTJWIQPHWPFNBW	OCC1OC(C(C1O)O)c1c[nH]c(=O)[nH]c1=O	C9H12N2O6	0.0
1467885981	Sedoheptulose	HAIWUXASLYEWLM	OCC1OC(O)(CO)C(C(C1O)O)O	C7H14O7	0.0
1467886054	Styrene oxide	AWMVMTVKBNGEAK	O1CC1c1ccccc1	C8H8O	0.0
1467886125	Trypanothione	PHDOXVGRXXAYEB	SCC(C(=NCC(=NCCCCNCCCN=C(CN=C(C(N=C(CCC(C(=O)O)N)O)CS)O)O)O)O)N=C(CCC(C(=O)O)N)O	C27H49N9O10S2	0.0
1467886138	(S)-Ureidoglycine	VTFWFHCECSOPSX	NC(=O)NC(C(=O)[O-])[NH3+]	C3H7N3O3	0.0
1467886210	Glucomannan longer by one mannose unit	FTNIPWXXIGNQQF	OCC1OC(OC2C(CO)OC(C(C2O)O)OC2C(CO)OC(C(C2O)O)O)C(C(C1OC1OC(CO)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O)O)O	C30H52O26	0.0
1467886235	(S)-Reticuline	BHLYRWXGMIUIHG	COc1ccc(cc1O)CC1[N+](C)CCc2c1cc(O)c(c2)OC	C19H23NO4+	1.0
1467886446	Acetyl-maltose	IJVLHLCOMOKFHH	OCC1OC(O)C(C(C1OC1OC(COC(=O)C)C(C(C1O)O)O)O)O	C14H24O12	0.0
1467886466	Acetylpyruvate	UNRQTHVKJQUDDF	CC(=O)CC(=O)C(=O)O	C5H6O4	0.0
1467886510	alpha-Oxo-benzeneacetic acid	FAQJJMHZNSSFSM	O=C(c1ccccc1)C(=O)O	C8H6O3	0.0
1467886536	Chlorophyllide	ANWUQYTXRXCEMZ	COC(=O)C1C2=C3C(CCC(=O)[O-])C(C4=[N+]3[Mg-2]35n6c2c(C1=O)c(c6C=C1[N+]3=C(C=c2n5c(=C4)c(c2C=C)C)C(=C1CC)C)C)C	C35H33MgN4O5-	-1.0
1467886607	Dihydrolipoate	IZFHEQBZOYJLPK	SCCC(CCCCC(=O)O)S	C8H16O2S2	0.0
1467886667	Glycyl-leucine	DKEXFJVMVGETOO	NCC(=O)NC(C(=O)O)CC(C)C	C8H16N2O3	0.0
1467886687	Isomaltotriose	FBJQEBRMDXPWNX	OCC1OC(OCC2OC(OCC3OC(O)C(C(C3O)O)O)C(C(C2O)O)O)C(C(C1O)O)O	C18H32O16	0.0
1467886730	Leukotriene B4	VNYSSYRCGWBHLG	CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O	C20H32O4	0.0
1467886864	Phloroglucinol	QCDYQQDYXPDABM	Oc1cc(O)cc(c1)O	C6H6O3	0.0
1467886913	Protoporphyrin	KSFOVUSSGSKXFI	C=CC1=C(C)C2=Cc3[nH]c(c(c3C=C)C)C=C3N=C(C=c4[nH]c(=CC1=N2)c(C)c4CCC(=O)O)C(=C3C)CCC(=O)O	C34H34N4O4	0.0
1467886980	UDP-L-rhamnose	DRDCJEIZVLVWNC	OC1C(COP(=O)(OP(=O)(OC2OC(C)C(C(C2O)O)O)O)O)OC(C1O)n1ccc(=O)[nH]c1=O	C15H24N2O16P2	0.0
1467887158	Dehydroalanine	UQBOJOOOTLPNST	NC(=C)C(=O)O	C3H5NO2	0.0
1467887195	2-Maleylacetate	SOXXPQLIZIPMIZ	OC(=O)C=CC(=O)CC(=O)O	C6H6O5	0.0
1467887229	2-Methylcitrate	YNOXCRMFGMSKIJ	OC(=O)CC(C(C(=O)O)C)(C(=O)O)O	C7H10O7	0.0
1467887423	Anthraniloyl-CoA	XLURBJBQJZCJHJ	O=C(NCCSC(=O)c1ccccc1N)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C28H41N8O17P3S	0.0
1467887498	D-2-Aminobutyrate	QWCKQJZIFLGMSD	[O-]C(=O)C([NH3+])CC	C4H9NO2	0.0
1467887550	D-Xylonolactone	XXBSUZSONOQQGK	OC1COC(=O)C(C1O)O	C5H8O5	0.0
1467887630	Dihydrocoumarin	VMUXSMXIQBNMGZ	O=C1CCc2c(O1)cccc2	C9H8O2	0.0
1467887659	Dodecylaldehyde	HFJRKMMYBMWEAD	CCCCCCCCCCCC=O	C12H24O	0.0
1467887798	Methylguanidine	CHJJGSNFBQVOTG	CNC(=[N+])N	C2H6N3+	1.0
1467887879	Phosphocreatine	DRBBFCLWYRJSJZ	[O-]C(=O)CN(C(=[N+])NP(=O)([O-])[O-])C	C4H6N3O5P--	-2.0
1467888083	beta-Alanyl-CoA	RUWSXZUPLIXLGD	NCCC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C24H41N8O17P3S	0.0
1467888218	o-Benzoquinone	WOAHJDHKFWSLKE	O=C1C=CC=CC1=O	C6H4O2	0.0
1467888240	2',3'-Cyclic AMP	KMYWVDDIPVNLME	OCC1OC(C2C1OP(=O)(O2)O)n1cnc2c1ncnc2N	C10H12N5O6P	0.0
1467888250	2',3'-Cyclic CMP	NMPZCCZXCOMSDQ	OCC1OC(C2C1OP(=O)(O2)O)n1ccc(nc1=O)N	C9H12N3O7P	0.0
