metabolite name	formula	KEGG	CHEBI	MetaNetX	metaboliteLCSBID
laurate [extracellular]	C12H23O2	C02679	CHEBI:18262	MNXM402	1467890574
laurate [peroxisome]	C12H23O2	C02679	CHEBI:18262	MNXM402	1467890574
lauroyl-CoA [cytoplasm]	C33H55N7O17P3S	C01832	CHEBI:57375	MNXM363	1467883918
lauroyl-CoA [peroxisome]	C33H55N7O17P3S	C01832	CHEBI:57375	MNXM363	1467883918
Leu-tRNA(Leu) [cytoplasm]	C6H12NOR	C02047	CHEBI:16624	MNXM697	1467885770
Leu-tRNA(Leu) [mitochondrion]	C6H12NOR	C02047	CHEBI:16624	MNXM697	1467885770
leukotriene A4 [cytoplasm]	C20H29O3	C00909	CHEBI:57463	MNXM462	1467875902
leukotriene A4 [nucleus]	C20H29O3	C00909	CHEBI:57463	MNXM462	1467875902
leukotriene B4 [cytoplasm]	C20H31O4	C02165	CHEBI:57461	MNXM637	1467886730
leukotriene B4 [nucleus]	C20H31O4	C02165	CHEBI:57461	MNXM637	1467886730
lignoceric acid [endoplasmic reticulum]	C24H47O2	C08320	CHEBI:31014	MNXM3297	1467933316
lipid [cytoplasm]	nan	C01356	CHEBI:18059	MNXM12117	None
lipoamide [mitochondrion]	C8H15NOS2	C00248	CHEBI:17460	MNXM1024	1467868835
lipoylprotein [mitochondrion]	C12H18N2O4S2R2	C02051	CHEBI:15804	MNXM998	1467885810
Lys-tRNA(Lys) [cytoplasm]	C6H14N2OR	C01931	CHEBI:16047	MNXM89922	1467884810
Lys-tRNA(Lys) [mitochondrion]	C6H14N2OR	C01931	CHEBI:16047	MNXM89922	1467884810
malonyl-CoA [cytoplasm]	C24H34N7O19P3S	C00083	CHEBI:57384	MNXM40	1467866633
malonyl-CoA [mitochondrion]	C24H34N7O19P3S	C00083	CHEBI:57384	MNXM40	1467866633
maltose [cytoplasm]	C12H22O11	C00208	CHEBI:17306	MNXM165	1467868016
maltose [extracellular]	C12H22O11	C00208	CHEBI:17306	MNXM165	1467868016
mannan [cytoplasm]	C6H12O6	C00464	CHEBI:28808	MNXM2020	1467883757
mannan [endoplasmic reticulum]	C6H12O6	C00464	CHEBI:28808	MNXM2020	1467883757
mannose-(1D-myo-inositol 1-phosphate)2 [endoplasmic reticulum]	C18H31O22P2	nan	CHEBI:60449	MNXM61128	1469366434
mannose-(1D-myo-inositol 1-phosphate)2 [mitochondrion]	C18H31O22P2	nan	CHEBI:60449	MNXM61128	1469366434
mannose-1D-myo-inositol 1-phosphate [endoplasmic reticulum]	C12H21O14P	nan	CHEBI:60448	MNXM61129	1469366325
mannose-1D-myo-inositol 1-phosphate [mitochondrion]	C12H21O14P	nan	CHEBI:60448	MNXM61129	1469366325
mannosylinositol phosphorylceramide backbone [Golgi]	C12H22NO15P	nan	CHEBI:25168	MNXM12216	1569592576
mannosylinositol phosphorylceramide A (C24) [endoplasmic reticulum]	C54H105NO16P	nan	CHEBI:60416	MNXM61061	1468211757
mannosylinositol phosphorylceramide A (C24) [Golgi]	C54H105NO16P	nan	CHEBI:60416	MNXM61061	1468211757
mannosylinositol phosphorylceramide A (C24) [mitochondrion]	C54H105NO16P	nan	CHEBI:60416	MNXM61061	1468211757
mannosylinositol phosphorylceramide A (C26) [endoplasmic reticulum]	C56H109NO16P	nan	CHEBI:62706	MNXM106432	1468224916
mannosylinositol phosphorylceramide A (C26) [Golgi]	C56H109NO16P	nan	CHEBI:62706	MNXM106432	1468224916
mannosylinositol phosphorylceramide A (C26) [mitochondrion]	C56H109NO16P	nan	CHEBI:62706	MNXM106432	1468224916
mannosylinositol phosphorylceramide B (C24) [endoplasmic reticulum]	C54H105NO17P	nan	CHEBI:60420	MNXM61066	1468211789
mannosylinositol phosphorylceramide B (C24) [Golgi]	C54H105NO17P	nan	CHEBI:60420	MNXM61066	1468211789
mannosylinositol phosphorylceramide B (C24) [mitochondrion]	C54H105NO17P	nan	CHEBI:60420	MNXM61066	1468211789
mannosylinositol phosphorylceramide B (C26) [endoplasmic reticulum]	C56H109NO17P	nan	CHEBI:62710	MNXM61056	1468224948
mannosylinositol phosphorylceramide B (C26) [Golgi]	C56H109NO17P	nan	CHEBI:62710	MNXM61056	1468224948
mannosylinositol phosphorylceramide B (C26) [mitochondrion]	C56H109NO17P	nan	CHEBI:62710	MNXM61056	1468224948
mannosylinositol phosphorylceramide B' (C24) [endoplasmic reticulum]	C54H105NO17P	nan	CHEBI:60418	MNXM61060	1468211773
mannosylinositol phosphorylceramide B' (C24) [Golgi]	C54H105NO17P	nan	CHEBI:60418	MNXM61060	1468211773
mannosylinositol phosphorylceramide B' (C24) [mitochondrion]	C54H105NO17P	nan	CHEBI:60418	MNXM61060	1468211773
mannosylinositol phosphorylceramide B' (C26) [endoplasmic reticulum]	C56H109NO17P	nan	CHEBI:62708	MNXM61051	1468224932
mannosylinositol phosphorylceramide B' (C26) [Golgi]	C56H109NO17P	nan	CHEBI:62708	MNXM61051	1468224932
mannosylinositol phosphorylceramide B' (C26) [mitochondrion]	C56H109NO17P	nan	CHEBI:62708	MNXM61051	1468224932
mannosylinositol phosphorylceramide C (C24) [endoplasmic reticulum]	C54H105NO18P	nan	CHEBI:60422	MNXM61065	1468211805
mannosylinositol phosphorylceramide C (C24) [Golgi]	C54H105NO18P	nan	CHEBI:60422	MNXM61065	1468211805
mannosylinositol phosphorylceramide C (C24) [mitochondrion]	C54H105NO18P	nan	CHEBI:60422	MNXM61065	1468211805
mannosylinositol phosphorylceramide C (C26) [endoplasmic reticulum]	C56H109NO18P	nan	CHEBI:62712	MNXM61055	1468224964
mannosylinositol phosphorylceramide C (C26) [Golgi]	C56H109NO18P	nan	CHEBI:62712	MNXM61055	1468224964
mannosylinositol phosphorylceramide C (C26) [mitochondrion]	C56H109NO18P	nan	CHEBI:62712	MNXM61055	1468224964
mannosylinositol phosphorylceramide D (C24) [endoplasmic reticulum]	C54H105NO19P	nan	CHEBI:60435	MNXM61064	1468211893
mannosylinositol phosphorylceramide D (C24) [Golgi]	C54H105NO19P	nan	CHEBI:60435	MNXM61064	1468211893
mannosylinositol phosphorylceramide D (C24) [mitochondrion]	C54H105NO19P	nan	CHEBI:60435	MNXM61064	1468211893
mannosylinositol phosphorylceramide D (C26) [endoplasmic reticulum]	C56H109NO19P	nan	CHEBI:62683	MNXM61054	1468224743
mannosylinositol phosphorylceramide D (C26) [Golgi]	C56H109NO19P	nan	CHEBI:62683	MNXM61054	1468224743
mannosylinositol phosphorylceramide D (C26) [mitochondrion]	C56H109NO19P	nan	CHEBI:62683	MNXM61054	1468224743
Met-tRNA(Met) [cytoplasm]	C5H10NOSR	C02430	CHEBI:16635	MNXM28	1467888752
Met-tRNA(Met) [mitochondrion]	C5H10NOSR	C02430	CHEBI:16635	MNXM28	1467888752
methanethiol [cytoplasm]	CH4S	C00409	CHEBI:16007	MNXM652	1467870640
methylglyoxal [cytoplasm]	C3H4O2	C00546	CHEBI:17158	MNXM310	1467872180
myo-inositol [cytoplasm]	C6H12O6	C00137	CHEBI:17268	MNXM127	1467867385
myo-inositol [extracellular]	C6H12O6	C00137	CHEBI:17268	MNXM127	1467867385
myo-inositol 1,3,4,5,6-pentakisphosphate [cytoplasm]	C6H7O21P5	C01284	CHEBI:57733	MNXM89719	1467879456
myo-inositol 1,3,4,5,6-pentakisphosphate [nucleus]	C6H7O21P5	C01284	CHEBI:57733	MNXM89719	1467879456
myo-inositol hexakisphosphate [cytoplasm]	C6H6O24P6	C01204	CHEBI:58130	MNXM491	1467878694
myo-inositol hexakisphosphate [nucleus]	C6H6O24P6	C01204	CHEBI:58130	MNXM491	1467878694
myristate [cytoplasm]	C14H27O2	C06424	CHEBI:30807	MNXM314	1467917663
myristate [extracellular]	C14H27O2	C06424	CHEBI:30807	MNXM314	1467917663
myristate [peroxisome]	C14H27O2	C06424	CHEBI:30807	MNXM314	1467917663
myristoyl-CoA [cytoplasm]	C35H59N7O17P3S	C02593	CHEBI:57385	MNXM224	1467889952
myristoyl-CoA [peroxisome]	C35H59N7O17P3S	C02593	CHEBI:57385	MNXM224	1467889952
N(1)-acetylspermidine [cytoplasm]	C9H23N3O	C00612	CHEBI:58324	MNXM501	1467872821
N(1)-acetylspermine [cytoplasm]	C12H31N4O	C02567	CHEBI:58101	MNXM600	1467889755
N(2)-acetyl-L-ornithine [mitochondrion]	C7H14N2O3	C00437	CHEBI:16543	MNXM817	1467870941
N(pros)-methyl-L-histidine [cytoplasm]	C7H12N3O2	C01152	CHEBI:27596	MNXM3309	1467878165
N,N'-diacetylchitobiosyldiphosphodolichol [cytoplasm]	C41H70N2O17P2	C04537	CHEBI:12427	MNXM63078	1467903681
N,N'-diformyldityrosine [cytoplasm]	C20H18N2O8	nan	CHEBI:50611	MNXM63081	1468174181
N,N'-diformyldityrosine [extracellular]	C20H18N2O8	nan	CHEBI:50611	MNXM63081	1468174181
N-(5-phospho-beta-D-ribosyl)anthranilate [cytoplasm]	C12H13NO9P	C04302	CHEBI:18277	MNXM1489	1467902086
N-[(R)-4-phosphonopantothenoyl]-L-cysteine [cytoplasm]	C12H20N2O9PS	C04352	CHEBI:59458	MNXM483	1467902426
N-acetyl-alpha-D-glucosamine 1-phosphate [cytoplasm]	C8H14NO9P	C04501	CHEBI:16446	MNXM340	1467901708
N-acetyl-D-glucosamine 6-phosphate [cytoplasm]	C8H14NO9P	C00357	CHEBI:57513	MNXM63556	1467870068
N-acetyl-L-gamma-glutamyl phosphate [mitochondrion]	C7H9NO8P	C04133	CHEBI:57936	MNXM1384	1467900875
N-acetyl-L-glutamate [mitochondrion]	C7H9NO5	C00624	CHEBI:44337	MNXM730	1467872933
N-acetylputrescine [cytoplasm]	C6H15N2O	C02714	CHEBI:58263	MNXM1153	1467890812
N-carbamoyl-L-aspartate [cytoplasm]	C5H6N2O5	C00438	CHEBI:32814	MNXM465	1467870954
N-formyl-L-kynurenine [cytoplasm]	C11H12N2O4	C02700	CHEBI:30249	MNXM1288	1467890695
N-formyl-L-tyrosine [cytoplasm]	C10H10NO4	nan	CHEBI:50603	MNXM63755	1468174117
NAD [cytoplasm]	C21H27N7O14P2	C00003	CHEBI:57540	MNXM8	1467865544
NAD [endoplasmic reticulum]	C21H27N7O14P2	C00003	CHEBI:57540	MNXM8	1467865544
NAD [mitochondrion]	C21H27N7O14P2	C00003	CHEBI:57540	MNXM8	1467865544
NAD [nucleus]	C21H27N7O14P2	C00003	CHEBI:57540	MNXM8	1467865544
NAD [peroxisome]	C21H27N7O14P2	C00003	CHEBI:57540	MNXM8	1467865544
NADH [cytoplasm]	C21H28N7O14P2	C00004	CHEBI:57945	MNXM10	1467865563
NADH [endoplasmic reticulum]	C21H28N7O14P2	C00004	CHEBI:57945	MNXM10	1467865563
NADH [mitochondrion]	C21H28N7O14P2	C00004	CHEBI:57945	MNXM10	1467865563
NADH [peroxisome]	C21H28N7O14P2	C00004	CHEBI:57945	MNXM10	1467865563
NADP(+) [cytoplasm]	C21H26N7O17P3	C00006	CHEBI:58349	MNXM5	1467865592
NADP(+) [endoplasmic reticulum]	C21H26N7O17P3	C00006	CHEBI:58349	MNXM5	1467865592
NADP(+) [mitochondrion]	C21H26N7O17P3	C00006	CHEBI:58349	MNXM5	1467865592
NADP(+) [peroxisome]	C21H26N7O17P3	C00006	CHEBI:58349	MNXM5	1467865592
NADPH [cytoplasm]	C21H27N7O17P3	C00005	CHEBI:57783	MNXM6	1467865578
NADPH [endoplasmic reticulum]	C21H27N7O17P3	C00005	CHEBI:57783	MNXM6	1467865578
NADPH [mitochondrion]	C21H27N7O17P3	C00005	CHEBI:57783	MNXM6	1467865578
NADPH [peroxisome]	C21H27N7O17P3	C00005	CHEBI:57783	MNXM6	1467865578
nicotinamide [cytoplasm]	C6H6N2O	C00153	CHEBI:17154	MNXM216	1467867595
nicotinamide [nucleus]	C6H6N2O	C00153	CHEBI:17154	MNXM216	1467867595
nicotinamide ribose [cytoplasm]	C11H15N2O5	C03150	CHEBI:15927	MNXM1115	1467894077
nicotinate [cytoplasm]	C6H4NO2	C00253	CHEBI:32544	MNXM274	1467868908
nicotinate [extracellular]	C6H4NO2	C00253	CHEBI:32544	MNXM274	1467868908
nicotinate [mitochondrion]	C6H4NO2	C00253	CHEBI:32544	MNXM274	1467868908
nicotinic acid D-ribonucleotide [cytoplasm]	C11H12NO9P	C01185	CHEBI:57502	MNXM194	1467878511
nicotinic acid D-ribonucleotide [mitochondrion]	C11H12NO9P	C01185	CHEBI:57502	MNXM194	1467878511
NMN [cytoplasm]	C11H14N2O8P	C00455	CHEBI:14649	MNXM355	1467871113
NMN [extracellular]	C11H14N2O8P	C00455	CHEBI:14649	MNXM355	1467871113
NMN [nucleus]	C11H14N2O8P	C00455	CHEBI:14649	MNXM355	1467871113
NMN [peroxisome]	C11H14N2O8P	C00455	CHEBI:14649	MNXM355	1467871113
nonadecaprenyl diphosphate [lipid particle]	C95H154O7P2	nan	CHEBI:53034	MNXM64863	1468185769
nonaprenyl 4-hydroxybenzoate [cytoplasm]	C52H77O3	C03885	CHEBI:18162	MNXM2847	1467899141
nonaprenyl diphosphate [cytoplasm]	C45H74O7P2	C04145	CHEBI:53044	MNXM968	1467900971
nonaprenyl diphosphate [lipid particle]	C45H74O7P2	C04145	CHEBI:53044	MNXM968	1467900971
O-acetyl-L-homoserine [cytoplasm]	C6H11NO4	C01077	CHEBI:16288	MNXM699	1467877450
O-acetyl-L-serine [cytoplasm]	C5H9NO4	C00979	CHEBI:17981	MNXM418	1467876560
O-acetylcarnitine [cytoplasm]	C9H17NO4	C02571	CHEBI:57589	MNXM1028	1467889778
O-acetylcarnitine [mitochondrion]	C9H17NO4	C02571	CHEBI:57589	MNXM1028	1467889778
O-acetylcarnitine [peroxisome]	C9H17NO4	C02571	CHEBI:57589	MNXM1028	1467889778
O-phospho-L-homoserine [cytoplasm]	C4H8NO6P	C01102	CHEBI:57590	MNXM1334	1467877700
O-phosphoethanolamine [cytoplasm]	C2H7NO4P	C00346	CHEBI:58190	MNXM187	1467869921
O-phosphoethanolamine [endoplasmic reticulum]	C2H7NO4P	C00346	CHEBI:58190	MNXM187	1467869921
O-succinyl-L-homoserine [cytoplasm]	C8H12NO6	C01118	CHEBI:57661	MNXM820	1467877856
octadecaprenyl diphosphate [lipid particle]	C90H146O7P2	nan	CHEBI:53035	MNXM65303	1468185777
octanoate [cytoplasm]	C8H15O2	C06423	CHEBI:25646	MNXM750	1467917646
octanoate [extracellular]	C8H15O2	C06423	CHEBI:25646	MNXM750	1467917646
octanoate [peroxisome]	C8H15O2	C06423	CHEBI:25646	MNXM750	1467917646
octanoyl-ACP [mitochondrion]	C8H15OSR	C05752	CHEBI:7725	MNXM979	1467911907
octanoyl-CoA [peroxisome]	C29H47N7O17P3S	C01944	CHEBI:57386	MNXM342	1467884933
octaprenyl diphosphate [lipid particle]	C40H66O7P2	C04146	CHEBI:53045	MNXM811	1467900985
oleate [cytoplasm]	C18H33O2	C00712	CHEBI:30823	MNXM306	1467873776
oleoyl-CoA [cytoplasm]	C39H65N7O17P3S	C00510	CHEBI:57387	MNXM686	1467871766
oleoyl-CoA [peroxisome]	C39H65N7O17P3S	C00510	CHEBI:57387	MNXM686	1467871766
ornithine [cytoplasm]	C5H13N2O2	C01602	CHEBI:46912	MNXM89689	1467866549
ornithine [extracellular]	C5H13N2O2	C01602	CHEBI:46912	MNXM89689	1467866549
ornithine [mitochondrion]	C5H13N2O2	C01602	CHEBI:46912	MNXM89689	1467866549
orotate [cytoplasm]	C5H3N2O4	C00295	CHEBI:30839	MNXM235	1467869325
orotidine 5'-(dihydrogen phosphate) [cytoplasm]	C10H10N2O11P	C01103	CHEBI:57538	MNXM519	1467877711
oxaloacetate [cytoplasm]	C4H2O5	C00036	CHEBI:16452	MNXM46	1467866007
oxaloacetate [extracellular]	C4H2O5	C00036	CHEBI:16452	MNXM46	1467866007
oxaloacetate [mitochondrion]	C4H2O5	C00036	CHEBI:16452	MNXM46	1467866007
oxaloacetate [peroxisome]	C4H2O5	C00036	CHEBI:16452	MNXM46	1467866007
oxygen [cytoplasm]	O2	C00007	CHEBI:15379	MNXM4	1467865610
oxygen [endoplasmic reticulum]	O2	C00007	CHEBI:15379	MNXM4	1467865610
oxygen [extracellular]	O2	C00007	CHEBI:15379	MNXM4	1467865610
oxygen [mitochondrion]	O2	C00007	CHEBI:15379	MNXM4	1467865610
oxygen [peroxisome]	O2	C00007	CHEBI:15379	MNXM4	1467865610
P(1),P(4)-bis(5'-adenosyl) tetraphosphate [cytoplasm]	C20H26N10O19P4	C01260	CHEBI:58141	MNXM1089	1467879210
P(1),P(4)-bis(5'-guanosyl) tetraphosphate [cytoplasm]	C20H25N10O21P4	C01261	CHEBI:57553	MNXM1582	1467879221
P1-(5'-adenosyl),P4-(5'-guanosyl) tetraphosphate [cytoplasm]	C20H25N10O20P4	nan	CHEBI:52968	MNXM66180	1468185469
palmitate [cytoplasm]	C16H31O2	C00249	CHEBI:7896	MNXM108	1467868847
palmitate [extracellular]	C16H31O2	C00249	CHEBI:7896	MNXM108	1467868847
palmitate [peroxisome]	C16H31O2	C00249	CHEBI:7896	MNXM108	1467868847
palmitoleate [cytoplasm]	C16H29O2	C08362	CHEBI:32372	MNXM162245	1467933773
palmitoleate [extracellular]	C16H29O2	C08362	CHEBI:32372	MNXM162245	1467933773
palmitoleate [peroxisome]	C16H29O2	C08362	CHEBI:32372	MNXM162245	1467933773
palmitoyl-CoA [cytoplasm]	C37H63N7O17P3S	C00154	CHEBI:57379	MNXM88	1467867611
palmitoyl-CoA [endoplasmic reticulum]	C37H63N7O17P3S	C00154	CHEBI:57379	MNXM88	1467867611
palmitoyl-CoA [peroxisome]	C37H63N7O17P3S	C00154	CHEBI:57379	MNXM88	1467867611
pantetheine 4'-phosphate [cytoplasm]	C11H21N2O7PS	C01134	CHEBI:47942	MNXM373	1467878010
pantetheine 4'-phosphate [mitochondrion]	C11H21N2O7PS	C01134	CHEBI:47942	MNXM373	1467878010
pectin [extracellular]	C6H8O6	C00714	CHEBI:17309	MNXM107600	1467868103
pentadecaprenyl diphosphate [lipid particle]	C75H122O7P2	nan	CHEBI:53038	MNXM73155	1468185801
pentaprenyl diphosphate [cytoplasm]	C25H42O7P2	C04217	CHEBI:53048	MNXM2210	1467901451
pentaprenyl diphosphate [lipid particle]	C25H42O7P2	C04217	CHEBI:53048	MNXM2210	1467901451
pentaprenyl diphosphate [mitochondrion]	C25H42O7P2	C04217	CHEBI:53048	MNXM2210	1467901451
Phe-tRNA(Phe) [cytoplasm]	C9H10NOR	C03511	CHEBI:29153	MNXM89802	1467896552
Phe-tRNA(Phe) [mitochondrion]	C9H10NOR	C03511	CHEBI:29153	MNXM89802	1467896552
phenethyl acetate [cytoplasm]	C10H12O2	C12303	CHEBI:31988	MNXM12629	1467979151
phenethyl acetate [extracellular]	C10H12O2	C12303	CHEBI:31988	MNXM12629	1467979151
phenylacetaldehyde [cytoplasm]	C8H8O	C00601	CHEBI:16424	MNXM473	1467872719
phenylacetaldehyde [extracellular]	C8H8O	C00601	CHEBI:16424	MNXM473	1467872719
phenylacetaldehyde [mitochondrion]	C8H8O	C00601	CHEBI:16424	MNXM473	1467872719
phenylacetic acid [cytoplasm]	C8H7O2	C07086	CHEBI:18401	MNXM497	1467923604
phosphate [cytoplasm]	HO4P	C00009	CHEBI:43474	MNXM9	1467865636
phosphate [endoplasmic reticulum]	HO4P	C00009	CHEBI:43474	MNXM9	1467865636
phosphate [extracellular]	HO4P	C00009	CHEBI:43474	MNXM9	1467865636
phosphate [Golgi]	HO4P	C00009	CHEBI:43474	MNXM9	1467865636
phosphate [mitochondrion]	HO4P	C00009	CHEBI:43474	MNXM9	1467865636
phosphate [vacuole]	HO4P	C00009	CHEBI:43474	MNXM9	1467865636
phosphatidyl-L-serine backbone [cytoplasm]	C6H10NO6P	C02737	CHEBI:18303	MNXM221	631799096
phosphatidylcholine backbone [cytoplasm]	C8H16NO3P	C00157	CHEBI:49183	MNXM96952	1467867656
phosphatidylethanolamine backbone [cytoplasm]	C5H10NO4P	C00350	CHEBI:16038	MNXM115	1467869969
phosphatidylethanolamine backbone [endoplasmic reticulum]	C5H10NO4P	C00350	CHEBI:16038	MNXM115	1467869969
phosphoenolpyruvate [cytoplasm]	C3H2O6P	C00074	CHEBI:58702	MNXM73	1467866507
phosphoenolpyruvate [mitochondrion]	C3H2O6P	C00074	CHEBI:58702	MNXM73	1467866507
phosphoribosyl-carboxy-aminoimidazole [cytoplasm]	C9H12N3O9P	C04751	CHEBI:58564	MNXM507	1467905379
phosphoribosyl-formamido-carboxamide [cytoplasm]	C10H14N4O9P	C04734	CHEBI:58467	MNXM456	1467905230
phytosphingosine [endoplasmic reticulum]	C18H40NO3	C12144	CHEBI:46961	MNXM914	1467977554
phytosphingosine 1-phosphate [endoplasmic reticulum]	C18H39NO6P	nan	CHEBI:46970	MNXM3337	1469391874
pimeloyl-CoA [cytoplasm]	C28H42N7O19P3S	C01063	CHEBI:57360	MNXM951	1467877338
polysulphur [cytoplasm]	H2S	C00087	CHEBI:17909	MNXM77783	1467866691
porphobilinogen [cytoplasm]	C10H13N2O4	C00931	CHEBI:58126	MNXM554	1467876094
potassium [cytoplasm]	K	C00238	CHEBI:26216	MNXM77881	1467868704
potassium [extracellular]	K	C00238	CHEBI:26216	MNXM77881	1467868704
precorrin-2 [cytoplasm]	C42H41N4O16	C02463	CHEBI:58827	MNXM672	1467888947
prenyl diphosphate(3-) [cytoplasm]	C5H10O7P2	C00235	CHEBI:57623	MNXM132	1467868655
prephenate [cytoplasm]	C10H8O6	C00254	CHEBI:29934	MNXM503	1467868924
preuroporphyrinogen [cytoplasm]	C40H38N4O17	C01024	CHEBI:57845	MNXM547	1467876986
Pro-tRNA(Pro) [cytoplasm]	C5H8NOR	C02702	CHEBI:29154	MNXM247	1467890709
propionyl-CoA [mitochondrion]	C24H37N7O17P3S	C00100	CHEBI:57392	MNXM86	1467866871
protoporphyrin [mitochondrion]	C34H30N4O4	C02191	CHEBI:36159	MNXM346	1467886913
protoporphyrinogen [cytoplasm]	C34H38N4O4	C01079	CHEBI:57307	MNXM351	1467877470
protoporphyrinogen [mitochondrion]	C34H38N4O4	C01079	CHEBI:57307	MNXM351	1467877470
PRPP [cytoplasm]	C5H9O14P3	C00119	CHEBI:58017	MNXM91	1467867132
PRPP [mitochondrion]	C5H9O14P3	C00119	CHEBI:58017	MNXM91	1467867132
pseudouridine 5'-phosphate [cytoplasm]	C9H11N2O9P	C01168	CHEBI:58380	MNXM2276	1467878335
putrescine [cytoplasm]	C4H14N2	C00134	CHEBI:326268	MNXM118	1467867342
putrescine [extracellular]	C4H14N2	C00134	CHEBI:326268	MNXM118	1467867342
putrescine [vacuole]	C4H14N2	C00134	CHEBI:326268	MNXM118	1467867342
pyridoxal [cytoplasm]	C8H9NO3	C00250	CHEBI:17310	MNXM311	1467868867
pyridoxal 5'-phosphate [cytoplasm]	C8H8NO6P	C00018	CHEBI:597326	MNXM161	1467865752
pyridoxamine [cytoplasm]	C8H13N2O2	C00534	CHEBI:57761	MNXM548	1467872046
pyridoxamine 5'-phosphate [cytoplasm]	C8H12N2O5P	C00647	CHEBI:58451	MNXM366	1467873194
pyridoxine [cytoplasm]	C8H11NO3	C00314	CHEBI:16709	MNXM419	1467869570
pyridoxine [extracellular]	C8H11NO3	C00314	CHEBI:16709	MNXM419	1467869570
pyridoxine 5'-phosphate [cytoplasm]	C8H10NO6P	C00627	CHEBI:58589	MNXM454	1467872953
pyruvate [cytoplasm]	C3H3O3	C00022	CHEBI:15361	MNXM23	1467865812
pyruvate [extracellular]	C3H3O3	C00022	CHEBI:15361	MNXM23	1467865812
pyruvate [mitochondrion]	C3H3O3	C00022	CHEBI:15361	MNXM23	1467865812
quinolinate [cytoplasm]	C7H3NO4	C03722	CHEBI:29959	MNXM555	1467898015
quinolinate [mitochondrion]	C7H3NO4	C03722	CHEBI:29959	MNXM555	1467898015
riboflavin [cytoplasm]	C17H19N4O6	C00255	CHEBI:57986	MNXM270	1467868938
riboflavin [extracellular]	C17H19N4O6	C00255	CHEBI:57986	MNXM270	1467868938
riboflavin [mitochondrion]	C17H19N4O6	C00255	CHEBI:57986	MNXM270	1467868938
ribose-5-phosphate [cytoplasm]	C5H9O8P	C03736	CHEBI:18189	MNXM15900	1467867103
S(8)-aminomethyldihydrolipoamide [mitochondrion]	C9H21N2OS2	nan	CHEBI:50622	MNXM81220	1468174252
S(8)-aminomethyldihydrolipoylprotein [mitochondrion]	C9H18NOS2R	C01242	CHEBI:16882	MNXM81221	1467879066
S(8)-succinyldihydrolipoamide [mitochondrion]	C12H20NO4S2	C01169	CHEBI:17432	MNXM3710	1467878346
S-adenosyl-4-methylthio-2-oxobutanoate [cytoplasm]	C15H20N5O6S	C04425	CHEBI:16490	MNXM3090	1467902875
S-adenosyl-L-homocysteine [cytoplasm]	C14H21N6O5S	C00021	CHEBI:16680	MNXM19	1467865798
S-adenosyl-L-homocysteine [mitochondrion]	C14H21N6O5S	C00021	CHEBI:16680	MNXM19	1467865798
S-adenosyl-L-methionine [cytoplasm]	C15H24N6O5S	C00019	CHEBI:15414	MNXM16	382536806
S-adenosyl-L-methionine [extracellular]	C15H24N6O5S	C00019	CHEBI:15414	MNXM16	382536806
S-adenosyl-L-methionine [mitochondrion]	C15H24N6O5S	C00019	CHEBI:15414	MNXM16	382536806
S-adenosylmethioninamine [cytoplasm]	C14H25N6O3S	C01137	CHEBI:57443	MNXM321	1467878037
S-formylglutathione [cytoplasm]	C11H16N3O7S	C01031	CHEBI:57688	MNXM952	1467877039
S-methyl-5-thio-alpha-D-ribose 1-phosphate [cytoplasm]	C6H11O7PS	C04188	CHEBI:58533	MNXM407	1467901239
S-methyl-5-thio-D-ribulose 1-phosphate [cytoplasm]	C6H11O7PS	C04582	CHEBI:58548	MNXM522	1467904052
S-methyl-L-methionine [cytoplasm]	C6H14NO2S	C03172	CHEBI:17728	MNXM1119	1467894227
S-methyl-L-methionine [extracellular]	C6H14NO2S	C03172	CHEBI:17728	MNXM1119	1467894227
sedoheptulose 1,7-bisphosphate [cytoplasm]	C7H12O13P2	C00447	CHEBI:58335	MNXM1294	1467871033
sedoheptulose 7-phosphate [cytoplasm]	C7H13O10P	C05382	CHEBI:57483	MNXM271	1467909038
Ser-tRNA(Ser) [cytoplasm]	C3H6NO2R	C02553	CHEBI:29162	MNXM165150	1467889677
shikimate [cytoplasm]	C7H9O5	C00493	CHEBI:36208	MNXM602	1467871544
siroheme [cytoplasm]	C42H37FeN4O16	C00748	CHEBI:60052	MNXM82173	1467874149
sirohydrochlorin [cytoplasm]	C42H36N4O16	C05778	CHEBI:58351	MNXM863	1467912171
sn-glycero-3-phosphocholine [cell envelope]	C8H20NO6P	C00670	CHEBI:16870	MNXM367	1467873383
sn-glycero-3-phosphocholine [cytoplasm]	C8H20NO6P	C00670	CHEBI:16870	MNXM367	1467873383
sn-glycero-3-phosphocholine [extracellular]	C8H20NO6P	C00670	CHEBI:16870	MNXM367	1467873383
sodium [cytoplasm]	Na	C01330	CHEBI:26708	MNXM82334	1467879821
sodium [extracellular]	Na	C01330	CHEBI:26708	MNXM82334	1467879821
spermidine [cytoplasm]	C7H22N3	C00315	CHEBI:57834	MNXM124	1467869584
spermidine [extracellular]	C7H22N3	C00315	CHEBI:57834	MNXM124	1467869584
spermidine [vacuole]	C7H22N3	C00315	CHEBI:57834	MNXM124	1467869584
spermine [cytoplasm]	C10H30N4	C00750	CHEBI:45725	MNXM408	1467874158
spermine [extracellular]	C10H30N4	C00750	CHEBI:45725	MNXM408	1467874158
spermine [vacuole]	C10H30N4	C00750	CHEBI:45725	MNXM408	1467874158
